EWMSTATUS_corrRelFrq,max_depth,size_acres,avg_ph,avg_secchi,avg_conductance,avg_phosphorus,avg_chlorophylla,a440.cdom,allstreams_density_mperha,roaddensity_density_mperha,MIROC5.avg.ann.gdd
0,14.9352,269.6679322,8.273333333,4.960642105,226.0833333,0.021333333,1.755,0.1249568,0.5597,41.4677,1471.515853
0,15.5448,35.80040989,7.924444444,5.750516364,85.756,0.01,1.68,1.47340455,3.934,15.8029,1516.996948
0,7,212.5015822,7.756666667,2.05166875,312,0.031818182,5.254,1.74136065,7.3261,33.1724,1531.044796
0,39.0144,1926.114318,8.41,3.074604975,268.3333333,0.012222222,4.662916667,0.02462415,1.0874,55.9394,1581.895892
0,1,239.753216,9.03,1.8,194.3333333,0.016,3.08,0.2860668,1.5429,55.1202,1446.478232
0,4.8768,204.9263604,8.198888889,2.753745455,332.2,0.038,11.9,2.0943348,6.473,18.5891,1569.344303
0,4.2672,428.7166208,8.330322581,1.53748288,292.5764706,0.047233333,20.86516129,0.8218046,2.4537,44.9046,1667.184981
0,64.9224,237.8983904,7.861724138,2.791125,363.4740741,0.01175,9.15,0.42287155,7.1623,5.2894,1520.425045
0,1.524,298.1597176,9.0124,0.273448925,208.0714286,0.279892857,120.5411765,3.98842665,6.8628,38.6333,2084.672876
1,10.668,228.0634256,7.782857143,1.643534239,264.5,0.046875,22.4,3.1312536,1.8032,51.6175,1825.095037
1,9.144,360.0077965,7.65,1.7543003129999999,288.5,0.049,31.42625,2.67071905,5.5846,75.0919,1726.830584
0,3.3528,145.9278724,8.276666667,1.0389,325.5714286,0.1375,61.2,4.13016945,11.6717,28.5845,1963.654325
1,3.048,387.365787,8.75,0.650674965,176.6666667,0.118333333,57.76,1.4437462,5.2112,70.9308,2013.83638
0,2.4384,269.4317168,9.07,0.342280422,174.125,0.504,363,1.64658105,8.4874,64.0737,2064.604308
0,1.524,275.3932572,9,1.95,142.6666667,0.0125,1.85,3.845189775,0.6154,30.2915,1640.029909
1,3,88.45487481,8.836363636,1.158189091,302.5833333,0.1695,35.15,2.98477535,11.515,30.3607,1959.037142
0,4.8768,410.8366017,8.665384615,1.48,270.1538462,0.127333333,85.8,1.156007,8.6266,55.7181,1878.051481
0,3.048,156.826606,8.774615385,0.818181818,283.4615385,0.192,40.5,4.4962688,7.1696,32.4897,1923.569686
1,12.2,238.7644366,7.841,3.937785366,328.03125,0.0945,3.951666667,2.18558975,4.1466,35.1247,1554.570241
1,12.2,140.7759677,7.805151515,3.768225067,299.36875,0.08525,3.381666667,2.2097845,4.1466,35.1247,1554.570241
1,10.3632,105.5998997,7.56,2.609725926,108.3333333,0.032098,10.37,4.63813175,0,68.4633,1615.170421
1,16.1544,38.96666076,7.632307692,4.188910112,178.0571429,0.0564375,2.965,2.4381851,6.2285,128.072,1584.192893
1,17.0688,130.3655334,7.920689655,4.792315862,251.1939394,0.056214286,3.788571429,1.21289215,2.5754,64.1234,1561.017251
0,32.004,1209.972698,8.000925926,4.591886189,281.8113208,0.010428571,2.012,0.1181798,2.3987,41.0044,1530.280868
0,22.86,2715.149836,8.12,4.317434312,230.75,0.040940909,6.048888889,1.8778654,3.0515,33.4991,1559.652575
0,21.3,714.5568552,8.405,3.03,197.5,0.074266667,3.633333333,3.42646685,3.0962,33.2023,1554.484814
0,21.3,3579.300477,8.022,3.239904189,213.94375,0.061733333,8.323333333,2.75863485,3.0962,33.2023,1554.484814
0,8.5344,622.4190995,8.208333333,1.860244675,283.7142857,0.059714286,13.30875,3.2003927,9.1663,25.0964,1607.622466
0,1.524,559.7163413,8.59125,1.056363636,147.2428571,0.03125,8.533333333,1.39556445,0,0,1675.948176
0,3.048,324.6392778,8.106666667,1.131818182,169.5714286,0.06,35.30571429,5.94824655,4.8521,22.9646,1553.688558
0,2.7432,707.6827167,8.566666667,0.522945161,449,0.331307692,211.1975,0.5887348,5.7497,22.616,1952.797004
0,1.766805678,457.3296828,8.816,0.402201905,462.75,0.215,119.1571429,1.27233535,5.6407,16.1515,2030.980591
0,1.478,89.22924318,8.61,0.413571429,348.5,0.2306,126.5,0,0,15.0445,2080.600533
0,1.146,4874.020871,8.35,0.248571429,801,0.211,167.9,2.2161609,4.0986,43.3563,1991.504274
0,3.6576,314.5339779,7.547272727,0.879058824,85.7,0.0486,35.98333333,4.30316555,1.7867,44.8694,1759.909721
0,3.048,412.2003195,7.513333333,1.876699744,21.65,0.0275,6.197777778,3.9515359,0.548,31.9761,1609.877969
0,3.048,226.3792886,7.874375,0.747664348,147.1875,0.138916667,40.65,7.0424371,7.2835,43.7022,1832.341724
1,4.2672,1259.242339,8.028571429,1.061242409,141.8388889,0.164888889,42.62380952,3.3726282,2.4394,49.6077,1771.23737
0,14.3256,178.9956948,7.831304348,2.17827525,296.4166667,0.058909091,12.316,4.4535351500000004,3.8862,34.2398,1764.673307
0,2.7432,506.4074536,8.562727273,0.871509029,179.2142857,0.149166667,70.4,4.939691,6.8938,53.9853,1759.151749
0,4.8768,653.492475,7.993529412,1.114772762,121.2888889,0.3718,43.17857143,4.84086875,5.1538,18.1188,1782.783855
0,7.9,89.37029953,8.120357143,1.445903374,480.6666667,0.0206,5.66,0.48395,6.5936,24.1081,2009.47896
1,3.6576,647.1177842,8.31,1.414248763,403.3,0.028708333,9.995833333,0.9371278,15.8068,34.6453,1834.762345
0,2.4,791.0970348,8.295555556,0.659593655,521.1111111,0.267,31.542,2.45149105,3.1319,15.1774,1992.988184
0,2.5,148.8433607,8.777142857,1.364,350.6,0.048333333,8.2,1.3715844,4.1114,27.2961,1893.304765
1,17.0688,75.32252934,7.857575758,3.755335229,455.8235294,0.277,3.438,0.35455025,0,65.1498,1886.419121
0,2.5,68.6679881,9.044375,1.632727273,372.7058824,0.0805,6.233333333,1.5218182,2.1814,33.5,1892.009288
1,11.8872,78.98581353,8.425,3.80675392,491.3333333,0.014818182,3.405454545,0.67173985,2.7829,52.3481,1814.587924
0,1.5,229.1287061,8.649090909,0.3706,567,0.118666667,25,3.1117822,9.7052,54.8449,2025.391498
0,4.572,1567.875065,8.76372093,1.970582917,650.5714286,0.099235294,20.83117647,0.73008685,2.6609,35.0441,1912.116039
0,3.048,204.2564646,8.667619048,0.654225352,566.8636364,0.10375,29,1.14918435,1.4245,28.6524,2022.5013960000001
0,1,654.3163757,8.79,0.730909091,406.4,0.053,6.27,3.018784,5.4811,11.9543,1836.535246
1,7.9248,758.8917184,8.74,2.897784615,408,0.02475,3.226666667,0.44939565,4.1251,56.9242,1918.610526
0,3,368.4939406,9.1,0.74652,381.2333333,0.0675,16.364,1.4500767,0.4942,30.6857,2019.658276
1,8.8392,705.3908055,7.509090909,2.932885854,400,0.021615385,5.376153846,0.3368471,7.8824,25.9675,1889.317937
1,12.192,521.1049186,8.335333333,2.298534347,410.1333333,0.038722222,10.67571429,0.57876655,2.6145,39.8062,1823.585995
0,4.2672,513.0550717,8.729411765,0.5065625,521.5714286,0.1208,8.8,1.3246291,2.6767,11.875,2034.164639
0,3.9624,657.7206305,8.864615385,0.739019231,502.4545455,0.091333333,46.23333333,1.505928975,2.0338,15.3527,1997.519784
0,1.8288,200.7680931,8.682222222,0.650952381,500.75,0.182,62.6,0.8903029,10.1404,32.3903,1961.692837
0,0.9144,66.2361733,7.26,0.8,54.3,0.017,1.05,6.8863095,10.9959,0,1182.015423
0,9.144,406.1095993,7.527954545,3.292643077,81.44680851,0.013666667,8.241666667,1.556557025,1.1147,23.5006,1326.262681
0,9.144,295.1029288,7.421428571,3.342264564,83.40434783,0.018833333,5,1.39570555,3.9927,36.2072,1253.305028
0,1.8288,175.5803856,7.24,1.209938462,66.83333333,0.02,4.314,9.706404,6.9065,17.441,1169.108435
0,1.95776651,1329.214015,6.851666667,0.871550769,34.475,0.022,8.1025,8.82160625,3.7811,9.9887,1377.983917
0,3.9624,81.1282586,6.464,2.923090909,25.25,0.011,3.1875,2.4725183,0,29.1903,1309.925955
0,3.781742386,272.8491565,7.273333333,0.700108333,56.85714286,0.027,2.666666667,7.01185135,3.6096,18.3587,1524.509174
0,6.096,237.7215212,7.903846154,3.244007059,124.275,0.014,3.835,2.3357778,1.7097,4.535,1191.20574
0,3.048,892.0122654,9.338,1.276628955,420.2857143,0.596285714,45.7,3.1675837,4.6114,68.9313,2068.335035
1,9.4488,1357.802544,8.445555556,1.787206184,435.4545455,0.423714286,40.67833333,1.623247925,7.8606,67.703,2024.921326
0,20.1168,268.8642213,8.224302326,2.832355484,389.1693182,0.251730769,23.86875,0.78978405,4.3817,47.7234,1945.422994
0,16.1544,77.4026774,7.5744,3.84449823,344.4642857,0.0186,4.596666667,4.4084918,4.8915,11.0519,1936.814765
1,15.24,881.7572119,8.278,1.614943182,331.5423729,0.149323529,42.87578947,0.8241802,5.9804,48.5647,2076.420125
1,11,684.5721786,8.615833333,1.7952689,325.8478261,0.136566667,44.70294118,0.86667055,1.5108,49.4781,1898.284081
1,7.0104,438.811772,8.507714286,1.106397473,339.7666667,0.1538,48.90666667,0.51722985,0.8342,56.1054,2107.872694
0,2,376.8103981,9.007142857,0.945454545,404.1428571,0.287,153.9866667,0.30792175,1.7693,39.2012,1915.740713
0,12.4968,1516.114262,8.264166667,1.721432876,360.0714286,0.13772973,67.07695652,0.278648,4.0605,72.1887,2062.415205
0,10.9728,299.999889,8.104285714,1.00314704,424.8333333,0.475666667,33.2,1.524323725,1.6939,45.5266,2039.036826
0,1.8288,547.0790276,8.574444444,0.682812584,665.2111111,0.232333333,46.375,1.2493091,5.7843,15.9801,1926.347563
0,2,221.2030697,8.792,1.019366154,838.6,0.160333333,11.85,1.46284595,4.4598,26.6625,1851.418092
0,2.7432,2699.47835,8.699166667,0.946164922,518.4285714,0.4243,67.03333333,1.0332458,3.7542,36.2984,1774.013127
0,3.314397275,996.2861018,8.7559375,1.629599725,621.22,0.183705882,50.4532,2.9617892,2.912,29.3383,1816.90821
0,1.7,347.3171972,9.05,0.442307692,419.5,0.1016,45.43333333,3.90976085,6.2952,19.8909,2059.216314
0,8.2296,1127.004654,8.468780488,3.092527138,289.3342857,0.014125,5.1275,0.67218955,3.3488,38.9627,1510.957978
0,1.2192,6896.310883,8.432,0.869,278.5,0.031,5.77,6.786947,9.0784,20.4704,1414.791468
0,5.5,83.16646376,8.488571429,0.849451429,359.2888889,0.123,92.325,1.0216013,2.941,111.7279,2164.590793
0,5.5,138.2032017,8.44,1.1433975,396.1545455,0.132142857,45.53333333,0.4402003,2.941,111.7279,2117.469534
0,5.7912,227.9088988,8.414166667,1.369978654,389.9545455,0.104111111,83.46666667,0.68903225,1.5278,93.133,2111.655738
0,7.62,548.0516689,8.2,1.1254534,434.1266667,0.1069,54.425,0.60010535,3.8528,57.2954,2115.12313
0,4.8768,182.0878862,8.105833333,0.733561905,407.0090909,0.0978,97.45,0.64230475,5.8154,57.1595,2157.94899
0,6.096,951.0200807,8.515652174,1.25688619,414.0545455,0.1165,150.0571429,1.3294534,2.3213,32.9493,2032.121654
0,8.2296,163.7718705,7.941818182,2.343744552,355.0384615,0.082222222,17.2875,2.51468345,1.2969,42.8264,1937.365986
0,8.8392,201.2038934,8.626153846,1.207148342,341.75,0.284941176,51.77692308,0.88509975,2.2233,74.0678,2001.253198
1,5.1816,2438.09043,8.132,1.24409581,328.75,0.02952,13.40263158,0.2790824,2.3063,39.5563,1983.936097
0,6.4,863.9271849,8.575416667,1.499688092,332.3571429,0.060727273,21.99833333,0.5007244,0,41.2979,2516.447308
1,15.24,292.5220964,7.954615385,2.691745653,487.652381,0.037857143,8.022857143,0.5494019,7.0727,39.1464,1905.137902
1,7.62,189.5482273,7.957083333,1.717722105,373.1576923,0.152428571,7.31,0.9205166,0,17.4219,1965.240964
1,4.8768,529.0691257,8.48,0.764509613,429.5166667,0.159038462,71.06,1.5737925,5.5948,35.443600000000004,1998.727788
0,1.1,153.2284545,9.463333333,0.887272727,308,0.037,7.155,1.51113495,0.4835,12.0577,1894.659133
0,3.048,782.5813901,9.04375,0.481285272,293.7166667,0.182428571,200.3428571,1.6679575,2.6597,24.7487,2038.841833
0,3.048,273.9835819,7.9175,0.610526316,393.28,0.19,225.8,2.90240425,2.2501,16.0812,2094.925058
1,12.192,128250.5327,8.151408451,3.446957241,176.9859155,0.028068182,4.242833333,0.48547845,4.9597,69.1301,1684.004448
0,3.6576,583.7556904,8.654615385,1.635155556,170,0.042,22.01,1.8258815,3.3921,19.4871,1709.967141
0,2,409.1381422,7.95,1.558461538,301.0666667,0.0255,3,4.2190361,5.5106,10.7289,1577.021884
0,15.5448,1103.40191,7.625555556,2.627467925,136.4037037,0.0184375,7.188571429,3.23652415,2.6073,33.525,1709.486515
1,26.5176,235.6393261,8.013690476,4.001053755,332.4105882,0.045882353,2.308333333,1.04846195,8.825,40.1805,1713.226957
0,2.4384,126.9019196,8.89,0.497476923,582.475,0.059,78.1,2.12248755,1.3447,12.197,2052.909171
0,2.7432,122.7147588,8.399375,0.833167792,774.9244444,0.137421053,35.29522222,2.92112335,4.6258,61.0855,1884.988784
0,1.504715174,326.045198,8.838,0.253444444,662.6,0.19625,185.1,2.45662635,5.3263,44.8342,2007.727886
0,2.7432,1209.245167,8.621666667,0.608394955,622.5555556,0.164,67.94333333,2.085905425,4.7235,31.9657,2015.554732
0,3.262371599,405.7391043,8.793333333,0.345657436,713.4545455,0.142,88.6,2.32670625,1.6563,29.4849,1896.940293
0,18.288,7545.693746,8.676,2.851681712,328.6666667,0.024646341,8.85225,0.319278638,1.3494,30.9364,1571.273528
0,3.048,79.32452189,6.015,1.346775385,18.88888889,0.03,17.46666667,6.9473356,0,4.6276,1556.084927
0,14.0208,70.59723198,6.244857143,4.621665806,28.02857143,0.017428571,4.71875,3.40752455,0.5742,38.7504,1531.75607
0,3,79.77168676,7.00375,0.84672,84.25,0.064,24.35,7.86561985,9.3325,22.3643,1740.210618
0,5.1816,458.7392462,7.055714286,1.399800449,72,0.0354,22,2.43961805,5.9552,45.4948,1583.814352
0,5.1816,60.95154537,6.69,1.180887273,69.3,0.03075,27.85,10.33671715,10.9849,8.8765,1659.783026
0,12.192,526.7003419,7.400606061,2.102634246,92.22352941,0.181357143,14.26727273,1.82356265,3.3364,67.6515,1534.2224
1,12.192,1705.914008,7.726744186,4.411078259,73.12954545,0.019769231,3.932,0.9639566,0.4845,62.6014,1485.379575
1,12.192,527.2355865,7.310789474,3.193642554,87.76,0.0775,6.198,2.06352575,5.2728,95.3389,1463.023089
1,9.4488,925.2973442,8.191607717,1.119950374,215.5376623,0.179513514,18.18378378,8.2876216,3.6417,72.6859,1812.846682
0,4.572,232.9596692,6.82,1.467319355,106.64,0.03,7.78,7.2610491,4.1927,26.511,1663.401065
0,6.4008,398.9487622,7.635,1.813226543,140.8222222,0.033142857,18.20692308,3.156628,3.8274,73.4622,1656.448388
0,3.6576,525.1344008,8.412,1.262941176,356.5,0.0538,52.9,0.90443,3.0738,23.9154,1583.427433
0,3.048,1399.251368,9.136666667,1.809441975,250.6666667,0.091944444,69.34066667,0.712126125,0,11.5865,1773.927376
1,14.6304,417.1432264,8.91,2.869531341,360,0.023952381,7.330645161,0.44704655,9.2347,53.8255,1759.199446
0,3.048,323.8344487,9.135,1.024453333,440.6,0.065428571,34.63333333,0.372347,0,13.8626,1926.497998
1,8.2296,335.9633853,8.32,1.50344411,427.725,0.069365854,48.508,1.35957445,4.0989,34.3127,1892.912972
1,0.9144,2316.328154,8.8,0.581468485,500,0.1167,56.31928571,0.81919095,9.2497,8.2124,1860.408182
1,10.9728,1049.089611,8.033935484,1.620207402,373.4576877,0.08866125,32.38242387,0.92566375,7.1492000000000004,69.9818,2049.535879
1,3.3528,84.11245837,7.907666667,1.374132653,526.8098684,0.090892308,38.74964674,2.55973735,4.9626,73.4949,2149.970878
1,12.4968,235.0115907,7.719495614,2.126621639,758.0585987,0.193086498,15.02227122,1.41369275,6.0501,77.2807,2035.74399
1,4.8768,21.42637671,7.662552083,2.384916201,677.8173516,0.123875,13.87529412,2.2741898,10.6225,94.8291,2112.319657
1,3.6576,85.76254339,8.10379845,1.92020973,551,0.101895833,24.29235229,1.7091856,6.869,124.5107,2138.475924
1,1.8,112.5713741,8.9025,2.342758621,421.1666667,0.031134043,7.04225,3.0303439,3.0878,133.4108,1876.323356
0,1.829,114.6184086,8.32952381,0.471621622,364.4761905,0.24539375,82.17478261,2.14447515,2.304,90.5571,2198.826478
1,17.3736,607.2323253,8.484347826,2.790909091,391.48,0.21725,25.85,3.3853679,4.0311,59.5418,1972.699665
1,4.8768,69.29929865,7.24258427,2.176793871,705.7538462,0.350484043,22.41876325,4.28466665,10.1179,74.1511,1816.8982800000001
0,4.572,71.29771889,8.051130435,1.341638058,487.9553571,0.284090116,40.13457772,4.1645284,2.4873,176.7334,2112.336943
1,10.9728,374.9639172,7.589969325,2.015166045,358.4431138,0.063934962,18.90295455,2.25880405,7.4575,88.5351,2015.450647
1,13.1064,116.1731327,7.714140845,2.258035189,412.3809524,0.122096685,12.76790471,1.118212,17.943,127.258,1977.918021
1,8.2296,450.0169915,8.202301587,2.541080272,336.1268657,0.022291391,5.400125,0.6121122,7.8734,76.2798,1949.186577
1,12.8016,211.9098601,7.799913545,2.366608125,726.5853261,0.146325967,14.6135856,0.88351375,6.5252,112.2431,2073.359816
1,14.0208,70.84322849,7.456775068,1.229175515,609.3641161,0.213072581,42.30558442,0.82826655,3.7403,149.3946,2139.441275
0,1,754.8799246,8.775,0.298733333,509.8,0.1835,151.5,2.00797885,6.8021,39.6163,2042.034714
0,18,64.48834718,7.318333333,2.146422414,236.2,0.144,8.71,3.78929665,0.4527,27.3154,2052.956252
0,11.2776,632.29078259999994,8.8805,1.265155187,328.7222222,0.397666667,87.73076923,0.82078945,8.7449,50.3295,2037.515285
1,3.9624,837.5810807,8.9925,0.865005755,357.5,0.488,86.56666667,1.38731115,4.9191,44.5706,1966.678277
1,14.9352,687.6812944,8.5925,1.207806486,294.4285714,0.2875,47.7625,1.126947,4.3545,50.3438,2067.166012
0,3.048,372.206608,9.053333333,1.114408941,409.5,0.5624,61.74444444,2.3298115,4.6114,68.9313,2068.335035
1,7.9248,176.3620412,9.38,1.121986,282,0.109666667,59,1.2138004,7.3889,51.2453,2073.116235
1,12.4968,902.4409827,8.65,1.088043192,258.3333333,0.112058824,62.2,1.4400725,4.6515,46.6683,2024.5874
1,9.144,940.4902338,8.915454545,1.409765113,339.4615385,0.344285714,19.91,2.2471821,4.4999,31.6218,2034.624523
0,2,303.2361358,8.316666667,0.611194286,411,0.33875,76.205,1.07220695,10.6588,24.9412,2142.493693
0,12.8016,3237.469031,7.01487013,1.580201209,58.80825688,0.02425,5.522727273,6.9299941,3.2542,35.5166,1396.622634
0,1.524,450.6676677,7.628333333,0.732,54.28,0.029,6.01,9.44011675,4.9132,0,1316.85576
0,1,124.5625986,6.716666667,0.901107692,49.33333333,0.047,16.66666667,5.7486995,8.5027,23.8466,1335.897273
0,3.7,455.6329805,6.725,0.871446154,69,0.0205,5.805,7.9617828,3.3405,6.3346,1373.860765
0,13.716,661.9864661,7.014262295,3.419501081,52.04390244,0.064294118,5.396,1.791994375,0,13.0633,1322.7076280000001
0,2.1336,2372.45696,7.617777778,1.2007075,119.2090909,0.122714286,11.8,4.81027765,5.6753,13.6333,1386.594837
0,6.096,538.5763057,7.8016,2.223415039,120.5592593,0.018666667,5.873333333,2.3413667,3.4361,34.6305,1397.73652
0,3.048,275.8385844,6.615,1.03255,39.75,0.033,6,6.08353495,1.6949,34.1148,1441.225177
0,3.9624,389.2955275,7.018,1.768641644,34.14,0.0235,10.84666667,5.83222805,3.1417,1.2678,1457.64511
0,9.055068809,728.059456,7.222826087,2.833228872,91.28837209,0.026777778,13.544,1.2004065,3.3292,21.0479,1433.56851
0,10.668,11546.34873,7.874054054,2.625789606,113.9435897,0.037923077,9.7,1.419502825,3.2983,36.1155,1363.629399
0,13.54686374,794.3346195,7.439230769,1.50306063,123.6875,0.029,15.76,10.7814577,4.2282,44.8448,1606.225292
0,3.6576,133.2971902,7.54,1.524,225,0.037666667,10.7875,7.15305165,14.6755,6.9785,1395.514382
1,2.4384,144.7462396,8.053129252,1.399794043,323.2496732,0.164842105,65.3727027,3.4619577,3.4488,34.4493,2050.827997
0,2.1336,135.2897509,8.44,0.681,371.75,0.3235,230,1.82949275,8.2264,33.3379,2183.584817
1,3.9624,186.6100652,8.821333333,1.247815916,177.9310345,0.106588235,44.26103871,0.03148485,0,41.2879,2125.63081
0,2.7432,195.8809774,9.365,0.843,365,0.522,152,4.07427355,12.1934,36.9395,2129.931657
0,8.2296,175.9162838,7.957138047,1.530913924,422.6891975,0.184018519,20.26489796,1.64877165,2.4168,42.0407,2072.220203
1,12.192,386.2571107,7.706086957,1.325889039,500.6220207,0.248507627,58.22125,0.786467284,4.3079,93.2801,1982.30761
1,2.958,48.97445523,8.070606061,0.704748603,381.4115385,0.174081633,99.6630303,2.96486805,8.4128,32.4735,2235.920624
0,3.048,793.4369474,8.313513514,1.196427826,376.8314286,0.22522619,62.72123333,0.57709295,3.2606,35.3288,2033.190087
0,1.524,288.9507642,8.986153846,0.702,337.1285714,0.090076923,25.0512,1.4581755,4.7162,34.7175,2114.044457
0,3.048,493.0029348,8.514,0.698816988,200.3428571,0.172142857,99.682,1.486639,2.6858,71.6444,2029.747244
1,4.572,361.9088126,8.344137931,0.771435176,259.4405405,0.095444444,40.75,0.61666935,3.7026,62.7059,2013.032353
1,9.7536,169.5045795,8.702,3.109710029,330.7692308,0.020833333,6.77047619,0.9206633,0,82.5471,1822.978842
1,13.4112,253.664896,8.341666667,3.640015453,365.1333333,0.0372,6.192105263,0.8295929,0,108.5129,1822.978842
0,7.6,154.484345,8.560714286,0.857002099,309.7,0.092790698,25.38,1.4753332,6.0008,52.4309,2028.065361
1,7.6,160.9134995,8.765384615,0.797677122,305.7142857,0.123939394,60.85818182,0.5688105,6.0008,52.4309,1926.530887
0,1.463,882.1935625,9.111666667,0.476704545,464.0333333,0.312571429,90.64,3.585713,3.4918,55.6821,2021.911707
0,5.4864,753.0965603,8.505517241,1.78763426,366.7705882,0.031809524,23.415,0.96116315,8.423,38.9335,1879.51849
0,10.0584,650.5371782,8.511176471,2.737209937,336.3176471,0.0344,13.27333333,1.2892943,9.967,26.0638,1869.091074
0,12.192,291.0633523,7.971923077,3.768293816,399.6461538,0.08544375,8.465555556,1.6217528,10.2349,37.7262,1723.866917
0,6.096,160.6439408,8.3332,1.437725333,561.5384615,0.239888889,84.71666667,3.7840353,14.5711,31.5657,1891.095251
1,31.6992,125.5641405,7.93870229,2.577018367,464.4553719,0.038125,15.84714286,1.5059849,15.5867,18.0155,1841.162604
0,2.7432,209.2919129,9.373478261,0.72703413,347.768,0.114322222,43.6925,0.65664415,3.9601,11.0129,1950.382051
0,39.9288,2968.287656,7.991904762,2.430925958,402.2568421,0.094987013,18.55866667,0.3832961,3.2372,68.6049,1841.32226
0,3.039,250.2039923,9.602105263,0.366363636,430.125,0.340833333,138.226,1.0497845,5.9102,21.3597,1975.201133
0,13.1064,203.8588389,8.126785714,2.452412868,475.3029851,0.2753,15.10666667,0.40095245,3.2311,17.498,1834.57727
0,1.43,208.4006832,8.7425,0.802105263,508.6666667,0.843,52.41666667,5.32065625,4.731,15.4425,1885.012033
0,4.8768,95.08902351,8.428095238,1.385964444,394,0.208125,39.06666667,2.4523246,2.0635,14.6581,1863.33746
0,1.6,204.4508411,9.25875,1.452608696,256.9090909,0.033875,6.95,3.10148385,0.4293,15.8158,1688.588441
0,1.782173545,527.8775899,8.691428571,0.290909091,191.6666667,0.2818,140.8,0.5856467,5.1851,15.4874,1987.981398
0,7.9248,97.95302514,8.163076923,1.5297968,309.1904762,0.048625,12.89,0.2007945,6.7578,41.6484,1977.909971
0,4.572,207.9926712,8.571428571,1.561457231,315.0941176,0.101,51.55,1.04753735,0,27.0165,1893.427911
0,1,218.0682259,9.69,0.769285714,368.25,0.0692,38.6,2.5682495,3.1346,22.3891,1855.144867
0,1.2192,608.9937593,8.864,0.193,445.54,0.069666667,55.06666667,1.06312235,5.6212,22.3232,1954.471627
0,1,403.7949436,9.23,0.5302,650,0.606666667,73.66666667,1.84427395,8.9166,10.1061,1862.638528
0,17.0688,270.336134,8.2425,5.13521703,237.6068966,0.1466,4.84,0.85603585,1.4644,32.6291,1714.299095
0,1.524,253.4094467,8.66,0.805555556,491.5833333,0.100857143,57.28571429,2.3451587,1.8941,39.1194,1790.077324
1,17.3736,129.1023671,8.291153846,2.21276,365.6153846,0.1005,11.828,2.6846389,3.9165,18.6865,1814.75683
0,13.716,946.5641383,8.241875,2.514114132,366.9666667,0.056133333,31.146875,0.9854737,7.9562,28.7518,1736.930465
0,7.62,171.0152339,9.084166667,2.713816762,94.76923077,0.036333333,14.9,3.0895164,2.0644,17.0139,1772.529099
0,2,562.0871134,8.48,1.38,185,0.0625,9.025,2.5316587,2.7673,18.534,1671.692242
0,20.1168,6389.37365,8.237735849,2.467977136,414.0255172,0.108939394,27.47288136,0.71080455,3.7061,52.3506,1717.510793
0,7,251.9141598,8.042,1.979015658,315.5,0.04595,15.2004,1.3169715,7.3261,33.1724,1531.044796
0,4.572,532.5431202,8.3275,1.036931741,312.25,0.099045455,60.61176471,1.21995585,6.4866,20.9465,1712.121189
0,8.8392,91.20441055,7.965172414,1.640026437,349.0435484,0.135625,13.76833333,0.40591325,4.9508,68.5162,2043.936613
1,17.3736,194.5412123,7.846666667,1.90334624,374.0461538,0.063571429,23.31666667,0.8184882,4.8037,30.751,2000.271788
1,22.1,4282.770538,7.567843137,1.472353788,205.9486842,0.049128492,16.36508671,6.421659867,4.276,64.2588,2025.399867
1,8.8392,221.4540296,8.11962963,1.449103059,288.7037037,0.046263158,24.102485,1.721926,5.1479,52.3382,1919.57387
1,10.0584,63.15438546,8.636666667,2.342948718,516.3333333,0.024527778,10.44554815,1.7903755,5.7073,94.3549,2024.269492
0,1.5,357.9506542,9.133333333,1.754,77,0.031736842,4.822222222,1.7372345,5.3219,35.7873,1794.532496
1,4.572,133.1387133,7.8,2.94459364,146.25,0.033745098,6.1774171430000004,1.22693155,0,63.41,1811.472305
1,10.9728,2270.935001,8.22057971,1.759383026,306.7697842,0.042810651,15.40569744,2.311751225,3.3018,108.9763,1865.028602
1,8.2296,428.9533614,8.095974843,1.670827015,545.5470588,0.100156863,7.192,0.27341455,2.5316,100.4841,2008.563848
1,1.2192,178.9440742,9.146666667,0.794166667,526,0.29264,2.69,2.74395955,14.6487,46.6992,1966.763026
0,4.2672,202.7581603,8.784666667,1.407772049,517.1138889,0.0511,24.69,1.379343,1.5268,66.8725,2103.35256
1,12.192,252.5172337,9.08,5.300371429,230,0.016153846,3.9358823529999998,0.83046705,1.7024,27.5472,1850.619453
0,2.3,139.8961157,7.774,0.681818182,448,0.3879,78.36666667,2.48512705,7.6196,25.1714,2123.583177
1,6.096,174.5653331,7.935,2.091133333,401.85,0.08,80.55,1.0120869,4.0648,40.236,2005.686807
0,2.7432,162.0561824,8.547777778,0.921875,225.6444444,0.151,102.8,1.0482726,0.2609,35.1403,2046.326339
0,3.048,434.6534062,8.235,0.446117647,442.5,0.12325,164.9133333,3.64827505,2.9581,35.2761,2115.418727
1,10.3632,1551.902439,8.450740741,1.005963889,390.5645161,0.100615385,83.2,0.24534885,4.6664,90.8301,2053.352446
1,3.048,338.0080119,8.768888889,1.033155963,464.4,0.407272727,87.71818182,1.6991959,9.9555,38.4901,2032.406783
1,7.6,171.0559559,7.997777778,1.678093333,470.6222222,0.212,69.66666667,0.98631625,4.1099,31.6255,1910.532663
1,21.336,493.9943678,8.231578947,2.29630339,383.1176471,0.0875,17.2295,1.0480502,1.5324,86.2246,1932.454962
